21/06/11/ 13:10:26
Gain= 20dB   HPF=30kHz
Mode=10msecモード
　　
Time,Number,Amplitude(mV),Energy,RMS(mV)
13:11:07:1, 4071, 242, 4154999, 39,
13:11:07:1, 4072, 243, 4256938, 39,
13:11:07:1, 4073, 308, 4491958, 39,
13:11:07:1, 4074, 277, 4725129, 39,
13:11:07:2, 4075, 269, 4613835, 39,
13:11:07:2, 4076, 242, 4244568, 39,
13:11:07:2, 4077, 320, 4803912, 39,
13:11:07:2, 4078, 250, 4256467, 39,
13:11:07:2, 4079, 266, 4537859, 39,
13:11:07:2, 4080, 253, 4478971, 39,
13:11:07:2, 4081, 294, 4802404, 39,
13:11:07:2, 4082, 273, 4480908, 39,
13:11:07:2, 4083, 237, 4313378, 39,
13:11:07:3, 4084, 255, 4454504, 39,
13:11:07:3, 4085, 301, 4774218, 39,
13:11:07:3, 4086, 237, 4574209, 39,
13:11:07:3, 4087, 239, 4454629, 39,
13:11:07:3, 4088, 251, 4226135, 39,
13:11:07:3, 4089, 237, 4373213, 39,
13:11:07:3, 4090, 272, 4585992, 39,
13:11:07:3, 4091, 241, 4254306, 39,
13:11:07:3, 4092, 339, 4899534, 39,
13:11:07:3, 4093, 266, 4483907, 39,
13:11:07:3, 4094, 298, 4901760, 39,
13:11:07:4, 4095, 284, 4642284, 39,
13:11:07:4, 4096, 270, 4633631, 39,
13:11:07:4, 4097, 258, 4317645, 39,
13:11:07:4, 4098, 259, 4473613, 39,
13:11:07:4, 4099, 211, 4472131, 39,
13:11:07:4, 4100, 233, 4607427, 39,
13:11:07:4, 4101, 245, 4435405, 39,
13:11:07:4, 4102, 235, 4324888, 39,
13:11:07:4, 4103, 333, 4846416, 39,
13:11:07:5, 4104, 204, 4288732, 39,
13:11:07:5, 4105, 231, 4266365, 39,
13:11:07:5, 4106, 237, 4374752, 39,
13:11:07:5, 4107, 247, 4389516, 39,
13:11:07:5, 4108, 264, 4279719, 39,
13:11:07:5, 4109, 266, 4594987, 39,
13:11:07:5, 4110, 248, 4441386, 39,
13:11:07:5, 4111, 282, 4455826, 39,
13:11:07:5, 4112, 267, 4499845, 39,
13:11:07:5, 4113, 280, 4677426, 39,
13:11:07:6, 4114, 244, 4437697, 39,
13:11:07:6, 4115, 309, 5044114, 39,
13:11:07:6, 4116, 270, 4424790, 39,
13:11:07:6, 4117, 253, 4469192, 39,
13:11:07:6, 4118, 246, 4374444, 39,
13:11:07:6, 4119, 272, 4290057, 39,
13:11:07:6, 4120, 238, 4217949, 39,
13:11:07:6, 4121, 255, 4356941, 39,
13:11:07:6, 4122, 277, 4621190, 39,
13:11:07:6, 4123, 291, 5229193, 39,
13:11:07:7, 4124, 276, 4374907, 39,
13:11:07:7, 4125, 293, 4573442, 39,
13:11:07:7, 4126, 250, 4321267, 39,
13:11:07:7, 4127, 254, 4457782, 39,
13:11:07:7, 4128, 251, 4282098, 39,
13:11:07:7, 4129, 240, 4269318, 39,
13:11:07:7, 4130, 253, 4475046, 39,
13:11:07:7, 4131, 303, 4421079, 39,
13:11:07:7, 4132, 236, 4380641, 39,
13:11:07:7, 4133, 233, 4437420, 39,
13:11:07:7, 4134, 262, 4302770, 39,
13:11:07:8, 4135, 244, 4216093, 39,
13:11:07:8, 4136, 254, 4247286, 39,
13:11:07:8, 4137, 308, 4957280, 39,
13:11:07:8, 4138, 328, 4537338, 39,
13:11:07:8, 4139, 276, 4685762, 39,
13:11:07:8, 4140, 231, 4446579, 39,
13:11:07:8, 4141, 314, 4412997, 39,
13:11:07:8, 4142, 229, 4394925, 39,
13:11:07:8, 4143, 358, 5463458, 78,
13:11:07:8, 4144, 231, 4436767, 39,
13:11:07:9, 4145, 279, 4712047, 39,
13:11:07:9, 4146, 311, 4488984, 39,
13:11:07:9, 4147, 279, 4474729, 39,
13:11:07:9, 4148, 265, 4357556, 39,
13:11:07:9, 4149, 238, 4352857, 39,
13:11:07:9, 4150, 258, 4473543, 39,
13:11:07:9, 4151, 317, 4737526, 39,
13:11:07:9, 4152, 259, 4750977, 39,
13:11:07:9, 4153, 267, 4539178, 39,
13:11:08:0, 4154, 240, 4259289, 39,
13:11:08:0, 4155, 235, 4248259, 39,
13:11:08:0, 4156, 259, 4282155, 39,
13:11:08:0, 4157, 228, 4281148, 39,
13:11:08:0, 4158, 276, 4389049, 39,
13:11:08:0, 4159, 289, 4204441, 39,
13:11:08:0, 4160, 255, 4176077, 39,
13:11:08:0, 4161, 231, 4014849, 39,
13:11:08:0, 4162, 220, 4176928, 39,
13:11:08:0, 4163, 232, 4211767, 39,
13:11:08:1, 4164, 243, 4270822, 39,
13:11:08:1, 4165, 259, 4422264, 39,
13:11:08:1, 4166, 264, 4458115, 39,
13:11:08:1, 4167, 258, 4340074, 39,
13:11:08:1, 4168, 264, 4259701, 39,
13:11:08:1, 4169, 236, 4365063, 39,
13:11:08:1, 4170, 235, 4430812, 39,
13:11:08:1, 4171, 286, 4460019, 39,
13:11:08:1, 4172, 269, 4268797, 39,
13:11:08:1, 4173, 283, 4729409, 39,
13:11:08:1, 4174, 225, 4238554, 39,
13:11:08:2, 4175, 270, 4484835, 39,
13:11:08:2, 4176, 273, 4520952, 39,
13:11:08:2, 4177, 247, 4283513, 39,
13:11:08:2, 4178, 279, 4518214, 39,
13:11:08:2, 4179, 234, 4357806, 39,
13:11:08:2, 4180, 241, 4691460, 39,
13:11:08:2, 4181, 260, 4534134, 39,
13:11:08:2, 4182, 233, 4314770, 39,
13:11:08:2, 4183, 295, 4741269, 39,
13:11:08:2, 4184, 262, 4681035, 39,
13:11:08:3, 4185, 414, 5372380, 78,
13:11:08:3, 4186, 267, 4403403, 39,
13:11:08:3, 4187, 250, 4211673, 39,
13:11:08:3, 4188, 222, 4285210, 39,
13:11:08:3, 4189, 341, 5239022, 39,
13:11:08:3, 4190, 242, 4594707, 39,
13:11:08:3, 4191, 304, 5027969, 39,
13:11:08:3, 4192, 242, 4584177, 39,
13:11:08:3, 4193, 246, 4305695, 39,
13:11:08:3, 4194, 234, 4387425, 39,
13:11:08:4, 4195, 259, 4308802, 39,
13:11:08:4, 4196, 218, 4278459, 39,
13:11:08:4, 4197, 265, 4208218, 39,
13:11:08:4, 4198, 250, 4111892, 39,
13:11:08:4, 4199, 347, 5529773, 78,
13:11:08:4, 4200, 275, 4340498, 39,
13:11:08:4, 4201, 244, 4299691, 39,
13:11:08:4, 4202, 228, 4367203, 39,
13:11:08:4, 4203, 276, 4572976, 39,
13:11:08:5, 4204, 248, 4467167, 39,
13:11:08:5, 4205, 248, 4501867, 39,
13:11:08:5, 4206, 293, 4560647, 39,
13:11:08:5, 4207, 208, 4376516, 39,
13:11:08:5, 4208, 247, 4468393, 39,
13:11:08:5, 4209, 269, 4349415, 39,
13:11:08:5, 4210, 250, 4358394, 39,
13:11:08:5, 4211, 249, 4326073, 39,
13:11:08:5, 4212, 271, 4600278, 39,
13:11:08:5, 4213, 222, 4123897, 39,
13:11:08:6, 4214, 247, 4090750, 39,
13:11:08:6, 4215, 234, 4420874, 39,
13:11:08:6, 4216, 220, 4256278, 39,
13:11:08:6, 4217, 234, 4308813, 39,
13:11:08:6, 4218, 241, 4355785, 39,
13:11:08:6, 4219, 258, 4677977, 39,
13:11:08:6, 4220, 237, 4559561, 39,
13:11:08:6, 4221, 266, 4160616, 39,
13:11:08:6, 4222, 294, 5236263, 39,
13:11:08:6, 4223, 262, 4546333, 39,
13:11:08:6, 4224, 293, 4433413, 39,
13:11:08:7, 4225, 305, 4326330, 39,
13:11:08:7, 4226, 319, 4520173, 39,
13:11:08:7, 4227, 453, 6220706, 78,
13:11:08:7, 4228, 245, 4056242, 39,
13:11:08:7, 4229, 304, 5321656, 39,
13:11:08:7, 4230, 248, 4643626, 39,
13:11:08:7, 4231, 258, 4581912, 39,
13:11:08:7, 4232, 239, 4458850, 39,
13:11:08:7, 4233, 287, 4407574, 39,
13:11:08:7, 4234, 283, 4427645, 39,
13:11:08:8, 4235, 314, 4958661, 39,
13:11:08:8, 4236, 289, 4630773, 39,
13:11:08:8, 4237, 280, 4542902, 39,
13:11:08:8, 4238, 255, 4448242, 39,
13:11:08:8, 4239, 261, 4404022, 39,
13:11:08:8, 4240, 236, 4295232, 39,
13:11:08:8, 4241, 272, 4352460, 39,
13:11:08:8, 4242, 246, 4555811, 39,
13:11:08:8, 4243, 250, 4110598, 39,
13:11:08:9, 4244, 267, 4193905, 39,
13:11:08:9, 4245, 252, 4222966, 39,
13:11:08:9, 4246, 291, 4325185, 39,
13:11:08:9, 4247, 287, 4104967, 39,
13:11:08:9, 4248, 291, 4594047, 39,
13:11:08:9, 4249, 264, 4356904, 39,
13:11:08:9, 4250, 291, 4517017, 39,
13:11:08:9, 4251, 273, 4271986, 39,
13:11:08:9, 4252, 214, 4415451, 39,
13:11:08:9, 4253, 232, 4214585, 39,
13:11:09:0, 4254, 284, 4608361, 39,
13:11:09:0, 4255, 270, 4583116, 39,
13:11:09:0, 4256, 233, 4321062, 39,
13:11:09:0, 4257, 309, 4812535, 39,
13:11:09:0, 4258, 229, 4361629, 39,
13:11:09:0, 4259, 247, 4969885, 39,
13:11:09:0, 4260, 250, 4449681, 39,
13:11:09:0, 4261, 298, 4625105, 39,
13:11:09:0, 4262, 237, 4647953, 39,
13:11:09:0, 4263, 269, 4433497, 39,
13:11:09:0, 4264, 273, 4285022, 39,
13:11:09:1, 4265, 255, 4495225, 39,
13:11:09:1, 4266, 254, 4271004, 39,
13:11:09:1, 4267, 242, 4241086, 39,
13:11:09:1, 4268, 208, 4081463, 39,
13:11:09:1, 4269, 217, 4140784, 39,
13:11:09:1, 4270, 271, 4073677, 39,
13:11:09:1, 4271, 223, 4357071, 39,
13:11:09:1, 4272, 257, 4243906, 39,
13:11:09:1, 4273, 215, 4187841, 39,
13:11:09:2, 4274, 242, 4466345, 39,
13:11:09:2, 4275, 231, 4350232, 39,
13:11:09:2, 4276, 317, 5425464, 39,
13:11:09:2, 4277, 220, 4395078, 39,
13:11:09:2, 4278, 292, 4928992, 39,
13:11:09:2, 4279, 284, 4322144, 39,
13:11:09:2, 4280, 277, 4380550, 39,
13:11:09:2, 4281, 252, 4347100, 39,
13:11:09:2, 4282, 245, 4145607, 39,
13:11:09:2, 4283, 286, 4594750, 39,
13:11:09:2, 4284, 251, 4304292, 39,
13:11:09:3, 4285, 257, 4436573, 39,
13:11:09:3, 4286, 241, 4458535, 39,
13:11:09:3, 4287, 300, 4648890, 39,
13:11:09:3, 4288, 317, 4614898, 39,
13:11:09:3, 4289, 301, 4702221, 39,
13:11:09:3, 4290, 243, 4503004, 39,
13:11:09:3, 4291, 229, 4463167, 39,
13:11:09:3, 4292, 305, 4588988, 39,
13:11:09:3, 4293, 258, 4702901, 39,
13:11:09:3, 4294, 255, 4801840, 39,
13:11:09:4, 4295, 236, 4590756, 39,
13:11:09:4, 4296, 239, 4368679, 39,
13:11:09:4, 4297, 258, 4312829, 39,
13:11:09:4, 4298, 228, 4015921, 39,
13:11:09:4, 4299, 226, 4193784, 39,
13:11:09:4, 4300, 219, 4160017, 39,
13:11:09:4, 4301, 200, 4077996, 39,
13:11:09:4, 4302, 254, 4166266, 39,
13:11:09:4, 4303, 222, 4031891, 39,
13:11:09:5, 4304, 250, 4230880, 39,
13:11:09:5, 4305, 257, 4311501, 39,
13:11:09:5, 4306, 272, 4591572, 39,
13:11:09:5, 4307, 246, 4601886, 39,
13:11:09:5, 4308, 250, 4346615, 39,
13:11:09:5, 4309, 227, 4280471, 39,
13:11:09:5, 4310, 259, 4373211, 39,
13:11:09:5, 4311, 233, 4391646, 39,
13:11:09:5, 4312, 247, 4605210, 39,
13:11:09:5, 4313, 236, 4388978, 39,
13:11:09:6, 4314, 255, 4313948, 39,
13:11:09:6, 4315, 360, 4767607, 39,
13:11:09:6, 4316, 261, 4387907, 39,
13:11:09:6, 4317, 297, 4815354, 39,
13:11:09:6, 4318, 240, 4446548, 39,
13:11:09:6, 4319, 269, 4940668, 39,
13:11:09:6, 4320, 246, 4430365, 39,
13:11:09:6, 4321, 298, 4385318, 39,
13:11:09:6, 4322, 231, 4258074, 39,
13:11:09:6, 4323, 265, 4131209, 39,
13:11:09:7, 4324, 234, 4183939, 39,
13:11:09:7, 4325, 235, 4283646, 39,
13:11:09:7, 4326, 288, 4470625, 39,
13:11:09:7, 4327, 263, 4208765, 39,
13:11:09:7, 4328, 211, 4115006, 39,
13:11:09:7, 4329, 255, 4230610, 39,
13:11:09:7, 4330, 238, 4193678, 39,
13:11:09:7, 4331, 237, 4206106, 39,
13:11:09:7, 4332, 260, 4526701, 39,
13:11:09:7, 4333, 280, 4305939, 39,
13:11:09:7, 4334, 286, 4444023, 39,
13:11:09:8, 4335, 269, 4440583, 39,
13:11:09:8, 4336, 264, 4487046, 39,
13:11:09:8, 4337, 261, 4304002, 39,
13:11:09:8, 4338, 266, 4601783, 39,
13:11:09:8, 4339, 237, 4263303, 39,
13:11:09:8, 4340, 231, 4521494, 39,
13:11:09:8, 4341, 237, 4332768, 39,
13:11:09:8, 4342, 254, 4330665, 39,
13:11:09:8, 4343, 250, 4312732, 39,
13:11:09:9, 4344, 236, 4568563, 39,
13:11:09:9, 4345, 297, 5381883, 78,
13:11:09:9, 4346, 300, 4565463, 39,
13:11:09:9, 4347, 250, 4488990, 39,
13:11:09:9, 4348, 225, 4253012, 39,
13:11:09:9, 4349, 237, 4326485, 39,
13:11:09:9, 4350, 252, 4444398, 39,
13:11:09:9, 4351, 260, 4367332, 39,
13:11:09:9, 4352, 260, 4407232, 39,
13:11:09:9, 4353, 426, 4470082, 39,
13:11:09:9, 4354, 415, 5598372, 78,
13:11:10:0, 4355, 231, 4303011, 39,
13:11:10:0, 4356, 217, 4282603, 39,
13:11:10:0, 4357, 251, 4491674, 39,
13:11:10:0, 4358, 261, 4318556, 39,
13:11:10:0, 4359, 253, 4324845, 39,
13:11:10:0, 4360, 251, 4456673, 39,
13:11:10:0, 4361, 266, 4288649, 39,
13:11:10:0, 4362, 321, 5492895, 78,
13:11:10:0, 4363, 231, 4257204, 39,
13:11:10:0, 4364, 259, 4553780, 39,
13:11:10:1, 4365, 267, 4415485, 39,
13:11:10:1, 4366, 251, 4375695, 39,
13:11:10:1, 4367, 235, 4680379, 39,
13:11:10:1, 4368, 267, 4691784, 39,
13:11:10:1, 4369, 227, 4416465, 39,
13:11:10:1, 4370, 274, 4754311, 39,
13:11:10:1, 4371, 271, 4835540, 39,
13:11:10:1, 4372, 230, 4408221, 39,
13:11:10:1, 4373, 274, 4433584, 39,
13:11:10:1, 4374, 211, 4292101, 39,
13:11:10:2, 4375, 259, 4576856, 39,
13:11:10:2, 4376, 244, 4225659, 39,
13:11:10:2, 4377, 259, 4424937, 39,
13:11:10:2, 4378, 231, 4030797, 39,
13:11:10:2, 4379, 282, 4274652, 39,
13:11:10:2, 4380, 220, 4325003, 39,
13:11:10:2, 4381, 251, 4246922, 39,
13:11:10:2, 4382, 208, 4013516, 39,
13:11:10:2, 4383, 271, 4153642, 39,
13:11:10:2, 4384, 214, 4213631, 39,
13:11:10:3, 4385, 244, 4288882, 39,
13:11:10:3, 4386, 233, 4479157, 39,
13:11:10:3, 4387, 273, 4572043, 39,
13:11:10:3, 4388, 246, 4337645, 39,
13:11:10:3, 4389, 319, 4647144, 39,
13:11:10:3, 4390, 252, 4515950, 39,
13:11:10:3, 4391, 355, 4615157, 39,
13:11:10:3, 4392, 234, 4416575, 39,
13:11:10:3, 4393, 229, 4098662, 39,
13:11:10:4, 4394, 245, 4479257, 39,
13:11:10:4, 4395, 266, 4601832, 39,
13:11:10:4, 4396, 286, 4547529, 39,
13:11:10:4, 4397, 280, 4185804, 39,
13:11:10:4, 4398, 226, 4288830, 39,
13:11:10:4, 4399, 230, 4460008, 39,
13:11:10:4, 4400, 244, 4498490, 39,
13:11:10:4, 4401, 253, 4458671, 39,
13:11:10:4, 4402, 296, 4414184, 39,
13:11:10:4, 4403, 270, 4524519, 39,
13:11:10:5, 4404, 252, 4463819, 39,
13:11:10:5, 4405, 241, 4629801, 39,
13:11:10:5, 4406, 242, 4191239, 39,
13:11:10:5, 4407, 234, 4301058, 39,
13:11:10:5, 4408, 245, 4394568, 39,
13:11:10:5, 4409, 275, 4171495, 39,
13:11:10:5, 4410, 209, 4155323, 39,
13:11:10:5, 4411, 250, 4216969, 39,
13:11:10:5, 4412, 240, 4240472, 39,
13:11:10:5, 4413, 233, 4388277, 39,
13:11:10:6, 4414, 239, 4267116, 39,
13:11:10:6, 4415, 229, 4594107, 39,
13:11:10:6, 4416, 237, 4526654, 39,
13:11:10:6, 4417, 278, 4621320, 39,
13:11:10:6, 4418, 232, 4151976, 39,
13:11:10:6, 4419, 235, 4584567, 39,
13:11:10:6, 4420, 228, 4325378, 39,
13:11:10:6, 4421, 233, 4257771, 39,
13:11:10:6, 4422, 244, 4731016, 39,
13:11:10:6, 4423, 258, 4186665, 39,
13:11:10:7, 4424, 265, 4854047, 39,
13:11:10:7, 4425, 272, 4235988, 39,
13:11:10:7, 4426, 417, 5985380, 78,
13:11:10:7, 4427, 353, 4948913, 39,
13:11:10:7, 4428, 243, 4481005, 39,
13:11:10:7, 4429, 256, 4337849, 39,
13:11:10:7, 4430, 233, 4377121, 39,
13:11:10:7, 4431, 245, 4223661, 39,
13:11:10:7, 4432, 251, 4130260, 39,
13:11:10:7, 4433, 218, 4124678, 39,
13:11:10:7, 4434, 229, 4385196, 39,
13:11:10:8, 4435, 242, 4275448, 39,
13:11:10:8, 4436, 226, 4247753, 39,
13:11:10:8, 4437, 223, 4392822, 39,
13:11:10:8, 4438, 215, 4242156, 39,
13:11:10:8, 4439, 233, 4185999, 39,
13:11:10:8, 4440, 233, 4262280, 39,
13:11:10:8, 4441, 270, 4272379, 39,
13:11:10:8, 4442, 243, 4165331, 39,
13:11:10:8, 4443, 250, 4300751, 39,
13:11:10:9, 4444, 248, 4252859, 39,
13:11:10:9, 4445, 231, 4348065, 39,
13:11:10:9, 4446, 253, 4352010, 39,
13:11:10:9, 4447, 269, 4773711, 39,
13:11:10:9, 4448, 325, 5572178, 78,
13:11:10:9, 4449, 259, 4364098, 39,
13:11:10:9, 4450, 275, 4478171, 39,
13:11:10:9, 4451, 245, 4151805, 39,
13:11:10:9, 4452, 301, 4597505, 39,
13:11:10:9, 4453, 233, 4196534, 39,
13:11:10:9, 4454, 236, 4135544, 39,
13:11:11:0, 4455, 239, 4456574, 39,
13:11:11:0, 4456, 284, 4346555, 39,
13:11:11:0, 4457, 280, 4593260, 39,
13:11:11:0, 4458, 229, 4302385, 39,
13:11:11:0, 4459, 316, 5102567, 39,
13:11:11:0, 4460, 242, 4585131, 39,
13:11:11:0, 4461, 269, 4347376, 39,
13:11:11:0, 4462, 234, 4217108, 39,
13:11:11:0, 4463, 244, 4199947, 39,
13:11:11:0, 4464, 236, 4237963, 39,
13:11:11:1, 4465, 227, 4249083, 39,
13:11:11:1, 4466, 265, 4257644, 39,
13:11:11:1, 4467, 218, 4223432, 39,
13:11:11:1, 4468, 232, 4230000, 39,
13:11:11:1, 4469, 239, 4747606, 39,
13:11:11:1, 4470, 236, 4520579, 39,
13:11:11:1, 4471, 251, 5305765, 39,
13:11:11:1, 4472, 246, 4449477, 39,
13:11:11:1, 4473, 237, 4328566, 39,
13:11:11:2, 4474, 262, 4320771, 39,
13:11:11:2, 4475, 294, 4341890, 39,
13:11:11:2, 4476, 239, 4320842, 39,
13:11:11:2, 4477, 234, 4452225, 39,
13:11:11:2, 4478, 265, 4458025, 39,
13:11:11:2, 4479, 238, 4325324, 39,
13:11:11:2, 4480, 263, 4394773, 39,
13:11:11:2, 4481, 355, 4593477, 39,
13:11:11:2, 4482, 258, 4796366, 39,
13:11:11:2, 4483, 242, 4606268, 39,
13:11:11:3, 4484, 247, 4316576, 39,
13:11:11:3, 4485, 234, 4296406, 39,
13:11:11:3, 4486, 282, 4539292, 39,
13:11:11:3, 4487, 239, 4426436, 39,
13:11:11:3, 4488, 276, 4200528, 39,
13:11:11:3, 4489, 238, 4182239, 39,
13:11:11:3, 4490, 275, 4208939, 39,
13:11:11:3, 4491, 236, 4312097, 39,
13:11:11:3, 4492, 235, 4455248, 39,
13:11:11:3, 4493, 287, 4336066, 39,
13:11:11:4, 4494, 227, 4312418, 39,
13:11:11:4, 4495, 243, 4588692, 39,
13:11:11:4, 4496, 275, 4466315, 39,
13:11:11:4, 4497, 240, 4394655, 39,
13:11:11:4, 4498, 416, 5028381, 39,
13:11:11:4, 4499, 365, 6369993, 78,
13:11:11:4, 4500, 282, 4539993, 39,
13:11:11:4, 4501, 274, 4508707, 39,
13:11:11:4, 4502, 324, 4476593, 39,
13:11:11:4, 4503, 298, 4482357, 39,
13:11:11:5, 4504, 252, 4616108, 39,
13:11:11:5, 4505, 282, 4479555, 39,
13:11:11:5, 4506, 474, 5920910, 78,
13:11:11:5, 4507, 260, 4627435, 39,
13:11:11:5, 4508, 258, 4306078, 39,
13:11:11:5, 4509, 256, 4092464, 39,
13:11:11:5, 4510, 240, 4232418, 39,
13:11:11:5, 4511, 327, 4404804, 39,
13:11:11:5, 4512, 242, 4405127, 39,
13:11:11:5, 4513, 259, 4651389, 39,
13:11:11:6, 4514, 267, 4441667, 39,
13:11:11:6, 4515, 277, 4422507, 39,
13:11:11:6, 4516, 245, 4388017, 39,
13:11:11:6, 4517, 219, 4441777, 39,
13:11:11:6, 4518, 319, 4347018, 39,
13:11:11:6, 4519, 220, 4257784, 39,
13:11:11:6, 4520, 305, 4959584, 39,
13:11:11:6, 4521, 228, 4086211, 39,
13:11:11:6, 4522, 242, 4369534, 39,
13:11:11:6, 4523, 234, 4298304, 39,
13:11:11:6, 4524, 251, 4411545, 39,
13:11:11:7, 4525, 262, 4240112, 39,
13:11:11:7, 4526, 272, 4535796, 39,
13:11:11:7, 4527, 251, 4535387, 39,
13:11:11:7, 4528, 281, 4405655, 39,
13:11:11:7, 4529, 406, 6320872, 78,
13:11:11:7, 4530, 257, 4326464, 39,
13:11:11:7, 4531, 238, 4296279, 39,
13:11:11:7, 4532, 287, 4979070, 39,
13:11:11:7, 4533, 258, 4485127, 39,
13:11:11:7, 4534, 233, 4295229, 39,
13:11:11:8, 4535, 266, 4594774, 39,
13:11:11:8, 4536, 262, 4428602, 39,
13:11:11:8, 4537, 277, 4641605, 39,
13:11:11:8, 4538, 255, 4436863, 39,
13:11:11:8, 4539, 243, 4451913, 39,
13:11:11:8, 4540, 214, 4203932, 39,
13:11:11:8, 4541, 280, 4199696, 39,
13:11:11:8, 4542, 223, 4344041, 39,
13:11:11:8, 4543, 249, 4191437, 39,
13:11:11:8, 4544, 248, 4247886, 39,
13:11:11:9, 4545, 244, 4297056, 39,
13:11:11:9, 4546, 239, 4096875, 39,
13:11:11:9, 4547, 211, 4092674, 39,
13:11:11:9, 4548, 273, 4232197, 39,
13:11:11:9, 4549, 256, 4350081, 39,
13:11:11:9, 4550, 215, 4334995, 39,
13:11:11:9, 4551, 269, 4331583, 39,
13:11:11:9, 4552, 251, 4589067, 39,
13:11:11:9, 4553, 259, 4406581, 39,
13:11:11:9, 4554, 259, 4667651, 39,
13:11:12:0, 4555, 250, 4322278, 39,
13:11:12:0, 4556, 287, 4364427, 39,
13:11:12:0, 4557, 447, 4999444, 39,
13:11:12:0, 4558, 562, 6745060, 78,
13:11:12:0, 4559, 300, 4589311, 39,
13:11:12:0, 4560, 275, 4722607, 39,
13:11:12:0, 4561, 278, 4498615, 39,
13:11:12:0, 4562, 254, 4614054, 39,
13:11:12:0, 4563, 222, 4342676, 39,
13:11:12:0, 4564, 285, 4793423, 39,
13:11:12:1, 4565, 601, 8445673, 117,
13:11:12:1, 4566, 434, 5425307, 78,
13:11:12:1, 4567, 241, 4475326, 39,
13:11:12:1, 4568, 236, 4564277, 39,
13:11:12:1, 4569, 274, 4552102, 39,
13:11:12:1, 4570, 269, 4498346, 39,
13:11:12:1, 4571, 233, 4217449, 39,
13:11:12:1, 4572, 264, 4239924, 39,
13:11:12:1, 4573, 219, 4149251, 39,
13:11:12:1, 4574, 234, 4048006, 39,
13:11:12:2, 4575, 215, 4037268, 39,
13:11:12:2, 4576, 267, 4429412, 39,
13:11:12:2, 4577, 247, 4315089, 39,
13:11:12:2, 4578, 264, 4586986, 39,
13:11:12:2, 4579, 279, 4672649, 39,
13:11:12:2, 4580, 236, 4265132, 39,
13:11:12:2, 4581, 256, 4262165, 39,
13:11:12:2, 4582, 248, 4282235, 39,
13:11:12:2, 4583, 264, 4252914, 39,
13:11:12:3, 4584, 219, 4143738, 39,
13:11:12:3, 4585, 219, 4220876, 39,
13:11:12:3, 4586, 243, 4381625, 39,
13:11:12:3, 4587, 248, 4319164, 39,
13:11:12:3, 4588, 215, 4418100, 39,
13:11:12:3, 4589, 262, 4549522, 39,
13:11:12:3, 4590, 244, 4342702, 39,
13:11:12:3, 4591, 258, 4498272, 39,
13:11:12:3, 4592, 247, 4524193, 39,
13:11:12:3, 4593, 233, 4417564, 39,
13:11:12:3, 4594, 266, 4284705, 39,
13:11:12:4, 4595, 296, 4841903, 39,
13:11:12:4, 4596, 240, 4568013, 39,
13:11:12:4, 4597, 257, 4245321, 39,
13:11:12:4, 4598, 270, 4460678, 39,
13:11:12:4, 4599, 234, 4353238, 39,
13:11:12:4, 4600, 253, 4249045, 39,
13:11:12:4, 4601, 281, 4455158, 39,
13:11:12:4, 4602, 231, 4453318, 39,
13:11:12:4, 4603, 237, 4282063, 39,
13:11:12:4, 4604, 258, 4321509, 39,
13:11:12:5, 4605, 264, 4826427, 39,
13:11:12:5, 4606, 269, 4960424, 39,
13:11:12:5, 4607, 274, 4252380, 39,
13:11:12:5, 4608, 239, 4482827, 39,
13:11:12:5, 4609, 240, 4188234, 39,
13:11:12:5, 4610, 262, 4636239, 39,
13:11:12:5, 4611, 325, 4773573, 39,
13:11:12:5, 4612, 262, 4684500, 39,
13:11:12:5, 4613, 250, 4209349, 39,
13:11:12:5, 4614, 243, 4312518, 39,
13:11:12:6, 4615, 270, 4156215, 39,
13:11:12:6, 4616, 255, 4338041, 39,
13:11:12:6, 4617, 280, 4412818, 39,
13:11:12:6, 4618, 248, 4562396, 39,
13:11:12:6, 4619, 295, 4655370, 39,
13:11:12:6, 4620, 248, 4263767, 39,
13:11:12:6, 4621, 258, 4400298, 39,
13:11:12:6, 4622, 282, 4509290, 39,
13:11:12:6, 4623, 268, 4492746, 39,
13:11:12:7, 4624, 294, 4625478, 39,
13:11:12:7, 4625, 278, 4673098, 39,
13:11:12:7, 4626, 228, 4488479, 39,
13:11:12:7, 4627, 259, 4522318, 39,
13:11:12:7, 4628, 291, 4819634, 39,
13:11:12:7, 4629, 242, 4439985, 39,
13:11:12:7, 4630, 261, 4476919, 39,
13:11:12:7, 4631, 243, 4238967, 39,
13:11:12:7, 4632, 236, 4481763, 39,
13:11:12:7, 4633, 226, 4286215, 39,
13:11:12:8, 4634, 273, 4737471, 39,
13:11:12:8, 4635, 289, 5394725, 39,
13:11:12:8, 4636, 356, 5499759, 78,
13:11:12:8, 4637, 291, 4581193, 39,
13:11:12:8, 4638, 270, 4426047, 39,
13:11:12:8, 4639, 204, 4018683, 39,
13:11:12:8, 4640, 239, 4384609, 39,
13:11:12:8, 4641, 255, 4619382, 39,
13:11:12:8, 4642, 274, 4422334, 39,
13:11:12:8, 4643, 267, 4523029, 39,
13:11:12:8, 4644, 273, 4545114, 39,
13:11:12:9, 4645, 257, 4460854, 39,
13:11:12:9, 4646, 237, 4438978, 39,
13:11:12:9, 4647, 426, 5210674, 39,
13:11:12:9, 4648, 284, 4685231, 39,
13:11:12:9, 4649, 235, 4531326, 39,
13:11:12:9, 4650, 256, 4236793, 39,
